url,type
https://web.archive.org/web/20210308153139/https://www.qdl.qa/en/archive/81055/vdc_100023697835.0x00005a,benign
https://zu.wikipedia.org/wiki/I-Ayisilandi,benign
https://web.archive.org/web/20240121015553/https://www.dw.com/en/iran-says-it-launched-a-satellite-despite-western-concerns/a-68041834,benign
https://tg.wikipedia.org/wiki/%D0%9D%D0%B0%D1%81%D0%B8%D1%80%D1%83%D0%B4%D0%B4%D0%B8%D0%BD%D0%B8_%D0%A2%D3%AF%D1%81%D3%A3,benign
https://web.archive.org/web/20220329160506/https://www.visir.is/g/2019190629385/bermudaskalarhetja-i-ellefu-manna-heidurshopi,benign
https://www.xe.com/currencyconverter/convert/?Amount=1&From=CAD&To=XAF,benign
https://pubmed.ncbi.nlm.nih.gov/15338543,benign
https://xmf.wikipedia.org/wiki/%E1%83%9D%E1%83%92%E1%83%9D%E1%83%A0%E1%83%90%E1%83%9A%E1%83%98_%E1%83%A1%E1%83%98%E1%83%A1%E1%83%A2%E1%83%94%E1%83%9B%E1%83%94%E1%83%A4%E1%83%98%E1%83%A8_%E1%83%94%E1%83%A0%E1%83%99%E1%83%94%E1%83%91%E1%83%A3%E1%83%9A%E1%83%98,benign
https://ht.wikipedia.org/wiki/Pwodui_(ekonomi),benign
https://web.archive.org/web/20090603054002/http://www.iran-daily.com/1387/3298/html/economy.htm,benign
https://books.google.com/books?id=rWEbrv5oD8AC,benign
https://umm-ul-qura.org/2017/04/03/biography-of-shaykh-al-islam-thanaullah-amritsari/,benign
https://hif.wikipedia.org/wiki/Iran,benign
https://pnb.wikipedia.org/wiki/%D8%B2%DB%8C%D8%AF%DB%8C_%D8%B4%DB%8C%D8%B9%DB%81,benign
http://esa.un.org/unpd/wpp/Excel-Data/mortality.htm,benign
https://web.archive.org/web/20200819085155/https://www.businessinsider.in/advertising/news/verizon-has-sold-mapping-service-mapquest-as-the-telecom-giant-continues-to-trim-its-media-investments/articleshow/71401167.cms,benign
https://money.cnn.com/1999/12/22/deals/aol/,benign
http://www.longwarjournal.org/archives/2015/08/analysis-qatar-still-negligent-on-terror-finance.php,benign
http://financialtribune.com/articles/people/61234/call-for-safe-yearend-celebration,benign
