url,type
http://eb177.cc/,phishing
http://telstra-109840.weeblysite.com/,phishing
http://usametameskloggin.godaddysites.com/,phishing
https://support.metta-appealapplicationcenter.com/meta-community-standard/187484581002,phishing
http://shaw-103902.weeblysite.com/,phishing
http://pyfrcz.top/,phishing
http://nextjs-amazon-clone-theta.vercel.app/,phishing
http://oqlaewsdkridufkdf.weebly.com/,phishing
https://att-109132.weeblysite.com/,phishing
http://att-109132.square.site/,phishing
http://cfd.hxas03.us.kg/,phishing
http://www.verification-center-10003201949.bridalgallerymaryville.com/,phishing
http://pro-usa-coiinbass.godaddysites.com/,phishing
https://att-101336.weeblysite.com/,phishing
http://att-101336.square.site/,phishing
http://console-dev.supplieradvisor.com/,phishing
https://usbank-confirmation.info/verify.php?sessionid=b196e3050b7b8d26d1e0d04000125f755ec68ea0,phishing
http://hy.fuckgwf.eu.org/,phishing
https://www.racisoft.com/ltv/owacrt.html,phishing
https://ssss.weeblysite.com/,phishing
https://haswanth-web.github.io/haswanth,phishing
https://att-104894-103435.weeblysite.com/,phishing
https://currently76549.weebly.com/,phishing
https://currently-att-2-26-2025.weeblysite.com/,phishing
http://cloudflare-workers-pages-vless.bavi-farhad.workers.dev/,phishing
https://pub-65c60d3a289d4129a0670802fa2aaeb1.r2.dev/MicrosoftOutlook4.html,phishing
http://tinfrnnjic.com/,phishing
http://ef365.3656aak.cc/,phishing
http://retargetingcreatedemo.pages.dev/,phishing
http://owltoa.pages.dev/,phishing
http://qubcx3.pages.dev/,phishing
http://cooibseprolginz.godaddysites.com/,phishing
http://instagram-clone-five-blond.vercel.app/,phishing
http://fb-login-clone.vercel.app/,phishing
http://secure--blockfi--sso--cdn-x.webflow.io/,phishing
http://ambilsaaldo-danakagetgtatis.excabs.web.id/,phishing
http://www.harmokss.click/pxxxxxpwljd.html,phishing
http://support-authplatform.ubpages.com/b9cbc594/,phishing
http://crryptiowalltiei.godaddysites.com/,phishing
https://ozonmalls1.com/,phishing
https://tiktok4345.com/,phishing
http://trezxor-io-start.webflow.io/,phishing
http://apps-start-trizor-io.webflow.io/,phishing
http://maroon-agneta-91.tiiny.site/,phishing
https://currently098765.weebly.com/,phishing
http://iujherf7yetrugjhfbrt87geriughberygujh-t25.vercel.app/case/100081295808699.html,phishing
http://www.shorten.ee/@support_appeals_6821/,phishing
https://uyjf89klfpkdmie9.weebly.com/,phishing
https://bfrescentremebermainsetreouytnoy.weebly.com/,phishing
https://pub-51573a6aeb544670b36062c86fc70874.r2.dev/index.html?913cbde4839f42a9c1b5adc128f2f5/,phishing
https://help-trezorhelp-bridge.webflow.io/,phishing
https://www.mbakids.com.br/wp-includes/Requests/src/Auth/secure/4.php?join-us.x=e8f220c413e8d90d1c9b133d93e2dd82e8f220c413e8d90d1c9b133d93e2dd82/,phishing
http://instagram-clone-1scecwb7o-mrsamia.vercel.app/,phishing
http://verification-center-10003201949.bridalgallerymaryville.com/,phishing
http://clone-instagram-login-three.vercel.app/,phishing
http://clone-instagram-login-git-master-shrees-projects-176dfe94.vercel.app/,phishing
http://aauth-start-trazor.webflow.io/,phishing
https://atmailupdateivdmdinfomailacct.weebly.com/,phishing
https://attnownwnownow.weebly.com/,phishing
https://faisakzafar1.github.io/netflix-clone,phishing
http://secure-sso--ndax--ca--autth.webflow.io/,phishing
http://help-business-security.verifypagescenter.eu/,phishing
https://group-oceancommunication.ca/98mu2k88owl6y2bl,phishing
https://group-oceancommunication.ca/llpm5ufc6exe98wj,phishing
https://group-oceancommunication.ca/y183p96dmw4ycorx,phishing
https://shorten.world/@clarify_doubts_4816,phishing
http://104-237-130-253.ip.linodeusercontent.com/postlatins.com/Toto/Tracking/billing.php,phishing
https://pub-b3bb5c7add1343499e959551a11cfd68.r2.dev/index.html,phishing
https://stemcommmuntly.com/glft/765123235346,phishing
https://u.to/pJkHIg,phishing
http://www.shorten.ee/@feedback101119/,phishing
