"url","type"
"http://86.120.181.61:6203/sshd","defacement"
"http://196.251.71.142/win32/1.rar","defacement"
"http://113.26.169.236:47904/bin.sh","defacement"
"https://raw.githubusercontent.com/vash0001/Discord/main/Discord.exe","defacement"
"http://31.173.70.100:86/sshd","defacement"
"https://raw.githubusercontent.com/realstrings/Lydian-spoofer/refs/heads/main/Spoofy.sys","defacement"
"http://eloquent-bouman.193-143-1-07.plesk.page/boobs.sh","defacement"
"http://193.143.1.32/bins/nklsh4","defacement"
"http://193.143.1.32/kmpsl","defacement"
"http://115.49.30.54:44475/bin.sh","defacement"
"http://193.143.1.42/jaws","defacement"
"http://honeypie.r-e.kr/bins/havoc.mips","defacement"
"http://45.125.66.56:8080/fdgsfg","defacement"
"http://1.179.63.130:8080/sshd","defacement"
"http://181.129.177.162:26290/i","defacement"
"http://68.115.131.242:44024/bin.sh","defacement"
"http://github.com/elpastor24/shilajit2/raw/refs/heads/main/DIC1","defacement"
"http://github.com/u6iko/Do5a/raw/main/XClient.exe","defacement"
"http://199.16.59.214:52893/bin.sh","defacement"
"http://193.143.1.32/bins/splmips","defacement"
"http://91.139.153.236:59812/Mozi.m","defacement"
"https://codeload.github.com/DaneelTrevize/TABSAT/legacy.tar.gz/refs/tags/0.9","defacement"
"http://178.34.157.178:34820/i","defacement"
"http://188.175.134.62:4496/.i","defacement"
"http://91.223.3.167/ITK/Xktezflm.mp4","defacement"
"http://178.54.47.70:18564/i","defacement"
"https://drive.google.com/uc?export=download&id=1YyDIodTW09bAnoU13RO8IELf9rCMljXy","defacement"
"http://45.125.66.56:8080/bx","defacement"
"http://github.com/caibe/fwga/raw/refs/heads/main/igApSme.txt","defacement"
"http://github.com/New-Codder/test/raw/refs/heads/main/1.bin","defacement"
"http://mta179.insuretn.com/bins/wop","defacement"
"https://github.com/LuisPhantom/Vemom/raw/refs/heads/main/Money.exe","defacement"
"http://31.214.180.12:81/Photo.scr","defacement"
"https://github.com/helelehelafsdf163/batata/raw/refs/heads/main/XClient.exe","defacement"
"http://47.109.137.82/02.08.2022.exe","defacement"
"http://185.11.61.10/ScreenSync.exe","defacement"
"https://a12xxx1.oss-cn-hongkong.aliyuncs.com/libcef.dll","defacement"
"http://27.147.142.59:1350/.i","defacement"
"http://github.com/nxrecxxil/syndicate/raw/refs/heads/main/main.exe","defacement"
"http://188.237.250.100:1189/i","defacement"
"http://github.com/Xavieprowel/crispy-palm-tree/releases/download/1/3e3ev3.exe","defacement"
"https://raw.githubusercontent.com/Abdulah345/pizdaporc/refs/heads/main/XClient.exe","defacement"
"https://drive.google.com/uc?export=download&id=1wSQkirDngjLT8uu2lV9MZCIkS4my12JH","defacement"
"http://182.113.205.111:60171/bin.sh","defacement"
"http://42.5.78.100:37056/i","defacement"
"http://103.78.215.82:4776/Mozi.m","defacement"
"https://drive.google.com/uc?export=download&id=1z7QhwCOzJWeHKsdhw-YUiVac2JzwjQiA","defacement"
"http://43.133.36.25:8088/02.08.2022.exe","defacement"
"http://200.81.127.208:42014/.i","defacement"
"http://github.com/aavaahanan121/tools/raw/refs/heads/main/kali_tools.exe","defacement"
"http://46.19.143.10/bins/nfarm7","defacement"
"http://42.239.231.28:47616/bin.sh","defacement"
"https://github.com/amidaware/rmmagent/releases/download/v2.8.0/tacticalagent-v2.8.0-windows-amd64.exe","defacement"
"http://210.4.70.30:27763/i","defacement"
"http://web.archive.org/web/20240808121121if_/http:/154.216.19.139/bins/mirai.armv7l","defacement"
"http://31.125.243.56:8181//sshd","defacement"
"http://185.7.214.108/js.exe","defacement"
"http://github.com/JZMVIP/JZMFREETOOL/raw/main/shell.exe","defacement"
"http://github.com/RanjitGandhi2/fff/raw/refs/heads/main/King.bin","defacement"
"http://103.42.198.106:1025/sshd","defacement"
"http://195.162.70.105:34207/.i","defacement"
"http://mta179.insuretn.com/nsharm5","defacement"
"https://raw.githubusercontent.com/fericarr/newky/refs/heads/main/Agentnov.exe","defacement"
"http://nuklearcnc.duckdns.org/bins/morte.mips","defacement"
"http://116.138.187.54:42806/bin.sh","defacement"
"https://raw.githubusercontent.com/LuisPhantom/Vemom/refs/heads/main/VipToolMeta.exe","defacement"
