"url","type"
"http://86.120.181.61:6203/sshd","phishing"
"http://kr820.top/Index/index/Lang/en-us/Trade/tradelist","phishing"
"http://113.26.169.236:47904/bin.sh","phishing"
"http://196.251.71.142/win32/1.rar","phishing"
"https://raw.githubusercontent.com/vash0001/Discord/main/Discord.exe","phishing"
"http://31.173.70.100:86/sshd","phishing"
"https://raw.githubusercontent.com/realstrings/Lydian-spoofer/refs/heads/main/Spoofy.sys","phishing"
"http://eloquent-bouman.193-143-1-07.plesk.page/boobs.sh","phishing"
"http://193.143.1.32/bins/nklsh4","phishing"
"http://193.143.1.32/kmpsl","phishing"
"http://115.49.30.54:44475/bin.sh","phishing"
"http://193.143.1.42/jaws","phishing"
"https://eyxoduswallet.webflow.io/","phishing"
"http://honeypie.r-e.kr/bins/havoc.mips","phishing"
"http://45.125.66.56:8080/fdgsfg","phishing"
"http://1.179.63.130:8080/sshd","phishing"
"http://181.129.177.162:26290/i","phishing"
"http://68.115.131.242:44024/bin.sh","phishing"
"http://github.com/elpastor24/shilajit2/raw/refs/heads/main/DIC1","phishing"
"http://github.com/u6iko/Do5a/raw/main/XClient.exe","phishing"
"http://geaminiileogin.webflow.io/","phishing"
"http://199.16.59.214:52893/bin.sh","phishing"
"http://193.143.1.32/bins/splmips","phishing"
"http://91.139.153.236:59812/Mozi.m","phishing"
"https://codeload.github.com/DaneelTrevize/TABSAT/legacy.tar.gz/refs/tags/0.9","phishing"
"http://178.34.157.178:34820/i","phishing"
"http://188.175.134.62:4496/.i","phishing"
"http://91.223.3.167/ITK/Xktezflm.mp4","phishing"
"http://178.54.47.70:18564/i","phishing"
"https://drive.google.com/uc?export=download&id=1YyDIodTW09bAnoU13RO8IELf9rCMljXy","phishing"
"http://45.125.66.56:8080/bx","phishing"
"http://github.com/caibe/fwga/raw/refs/heads/main/igApSme.txt","phishing"
"http://github.com/New-Codder/test/raw/refs/heads/main/1.bin","phishing"
"http://mta179.insuretn.com/bins/wop","phishing"
"https://github.com/LuisPhantom/Vemom/raw/refs/heads/main/Money.exe","phishing"
"http://31.214.180.12:81/Photo.scr","phishing"
"https://github.com/helelehelafsdf163/batata/raw/refs/heads/main/XClient.exe","phishing"
"http://47.109.137.82/02.08.2022.exe","phishing"
"http://185.11.61.10/ScreenSync.exe","phishing"
"https://a12xxx1.oss-cn-hongkong.aliyuncs.com/libcef.dll","phishing"
"http://27.147.142.59:1350/.i","phishing"
"http://github.com/nxrecxxil/syndicate/raw/refs/heads/main/main.exe","phishing"
"http://188.237.250.100:1189/i","phishing"
"http://github.com/Xavieprowel/crispy-palm-tree/releases/download/1/3e3ev3.exe","phishing"
"https://raw.githubusercontent.com/Abdulah345/pizdaporc/refs/heads/main/XClient.exe","phishing"
"https://drive.google.com/uc?export=download&id=1wSQkirDngjLT8uu2lV9MZCIkS4my12JH","phishing"
"http://182.113.205.111:60171/bin.sh","phishing"
"http://42.5.78.100:37056/i","phishing"
"http://103.78.215.82:4776/Mozi.m","phishing"
"https://drive.google.com/uc?export=download&id=1z7QhwCOzJWeHKsdhw-YUiVac2JzwjQiA","phishing"
"http://43.133.36.25:8088/02.08.2022.exe","phishing"
"http://200.81.127.208:42014/.i","phishing"
"https://onboard-opensea.ddnss.eu/connect/en/drops/rankings/ca0bd/","phishing"
"http://github.com/aavaahanan121/tools/raw/refs/heads/main/kali_tools.exe","phishing"
"http://46.19.143.10/bins/nfarm7","phishing"
"http://42.239.231.28:47616/bin.sh","phishing"
"https://github.com/amidaware/rmmagent/releases/download/v2.8.0/tacticalagent-v2.8.0-windows-amd64.exe","phishing"
"http://210.4.70.30:27763/i","phishing"
"http://web.archive.org/web/20240808121121if_/http:/154.216.19.139/bins/mirai.armv7l","phishing"
"http://31.125.243.56:8181//sshd","phishing"
"http://185.7.214.108/js.exe","phishing"
"http://github.com/JZMVIP/JZMFREETOOL/raw/main/shell.exe","phishing"
"http://github.com/RanjitGandhi2/fff/raw/refs/heads/main/King.bin","phishing"
"http://103.42.198.106:1025/sshd","phishing"
"http://195.162.70.105:34207/.i","phishing"
"http://mta179.insuretn.com/nsharm5","phishing"
"https://athenasenflorida.com/zwide/gahts/auth/login.php","phishing"
"https://raw.githubusercontent.com/fericarr/newky/refs/heads/main/Agentnov.exe","phishing"
"http://nuklearcnc.duckdns.org/bins/morte.mips","phishing"
"http://116.138.187.54:42806/bin.sh","phishing"
"https://raw.githubusercontent.com/LuisPhantom/Vemom/refs/heads/main/VipToolMeta.exe","phishing"
"https://docs.google.com/uc?export=download&id=1YGn4gkmy9mUSDp_LgNPyJjh6RSKT39vP&revid=0B8rbGP2BpEOfMk5Ta3N3MGJTeFBZdEVwTk5WWHpjd3YrUEJJPQ","phishing"
"http://205.185.125.185/bins/x86","phishing"
"http://87.187.229.13:91/sshd","phishing"
"http://1.181.70.42:17003/info.zip","phishing"
"http://185.254.231.220:52902/i","phishing"
"http://121.239.43.126:56432/bin.sh","phishing"
"https://github.com/sleepysnz/skibidi/raw/refs/heads/main/CondoGenerator.exe","phishing"
"https://megftamasklogin.webflow.io/","phishing"
"http://rustbakingtable.com/EdiAf.arm7","phishing"
"http://187.115.56.93:8081/Photo.scr","phishing"
"http://222.88.186.81:23703/supershell/compile/download/rssh","phishing"
"http://116.196.95.100/02.08.2022.exe","phishing"
"http://86.54.42.88/Downloads/HMRC_Self_Assessment.pdf.lnk","phishing"
"http://106.14.126.40/02.08.2022.exe","phishing"
"http://46.19.143.10/bins/splarm6","phishing"
"https://apps-actions.com/HMRC_Self_Assessment","phishing"
"https://omkar-455.github.io/Clone-of-Netflix/","phishing"
"https://github.com/RiseMe-origami/g/raw/main/Windows.exe","phishing"
"http://185.16.38.38:555/api/t.jpg","phishing"
"http://190.109.228.99:52392/bin.sh","phishing"
"http://58.153.57.68:10881/i","phishing"
"https://raw.githubusercontent.com/rimase12/urika/refs/heads/main/vtoroy.exe","phishing"
"https://anway.pages.dev/","phishing"
"http://f24-zfcloud.zdn.vn/17c4755d1d45ed1bb454/8703634058188758823","phishing"
"http://86.106.101.159:1026/sshd","phishing"
"http://117.216.139.143:2014/sshd","phishing"
"http://123.10.142.132:53404/bin.sh","phishing"
"http://92.203.169.41/sshd","phishing"
"http://github.com/Erez-Goldberg/Rust-reverse-shell/raw/refs/heads/main/shellcode.bin","phishing"
"http://103.117.120.196/main_ppc","phishing"
"http://github.com/RanjitGandhi2/fff/raw/refs/heads/main/sil.bin","phishing"
"http://104.151.245.17:56555/bin.sh","phishing"
"http://mta179.insuretn.com/jklarm7","phishing"
"http://31.170.22.205/bins/whisper.mips64","phishing"
"http://114.218.96.53:47852/i","phishing"
"http://updateinfo-portal.com/EdiAf.arm5","phishing"
"http://boomhavoc.r-e.kr/bins/havoc.m68k","phishing"
"http://46.19.143.10/nabspc","phishing"
"http://37.252.86.167:36327/Mozi.m","phishing"
"https://raw.githubusercontent.com/s3q/blackdoor/main/backdoor.exe","phishing"
"http://95.38.24.186:2127/i","phishing"
"http://27.147.225.2:29392/Mozi.m","phishing"
"http://27.215.213.227:51149/Mozi.m","phishing"
"https://bafkreihlkomlxma53agehnx32gsk4gqwiox6y4se56wplvsdxttbgpeloy.ipfs.flk-ipfs.xyz/","phishing"
"https://raw.githubusercontent.com/kees5462/this-is-a-roblox-external-cheat-best-one-out-there/refs/heads/main/Java32.exe","phishing"
"http://167.250.49.155/bin/x64/mimispool.dll","phishing"
"https://raw.githubusercontent.com/leemurray751/testing/refs/heads/main/testingfile.exe","phishing"
"http://103.187.151.107:1500/i","phishing"
"http://eloquent-bouman.193-143-1-07.plesk.page/aieurghnb/arm7","phishing"
"http://188.20.51.118:53896/.i","phishing"
"http://200.72.199.204:1542/i","phishing"
"http://78.70.203.243:59988/i","phishing"
"https://github.com/cfedss/e/raw/refs/heads/main/PowerShell.exe","phishing"
"http://45.125.66.56/asd","phishing"
"https://github.com/kfocc557/kfocc/raw/refs/heads/main/ConsoleApp22.exe","phishing"
"http://119.115.77.85:58145/i","phishing"
"http://219.154.155.53:55417/bin.sh","phishing"
"https://www.mediafire.com/file_premium/6ybbm9tz1lyh32g/linkin_park.mp3/file","phishing"
"http://85.95.173.28/main_arm5","phishing"
"http://76.53.38.126:8087/sshd","phishing"
"http://116.110.186.157/sshd","phishing"
"http://klaiim-hadia4h-danaaiid.resmiinii3.xyz/","phishing"
"http://60.18.76.166:52943/bin.sh","phishing"
"http://183.30.204.99:81/Video.scr","phishing"
"http://yn.noyoo.cn/main_mips","phishing"
"http://js.telega.cn/main_arm6","phishing"
"http://27.147.225.2:29392/i","phishing"
"http://91.164.39.142:50002/sshd","phishing"
"https://raw.githubusercontent.com/lohoainam/-at/main/XClient.exe","phishing"
"http://github.com/vash0001/Discord/raw/main/Discordd.exe","phishing"
"http://27.147.132.114:38521/.i","phishing"
"http://dianzanla.com/jackmyx86","phishing"
"https://raw.githubusercontent.com/r00t-3xp10it/redpill/main/utils/compiled.exe","phishing"
"http://81.45.183.125:10062/sshd","phishing"
"https://antlb0tv2.com/SJjl1aynXzLomutb","phishing"
"http://117.196.161.248:56035/Mozi.m","phishing"
"https://raw.githubusercontent.com/fromfranceanb/d46c38bce2b0d9c6hcffa6baea82ece29fa6d238/main/injection.js","phishing"
